,_id,title,text,rating,reviewer_handle,language,airline_name,flight_date,flight_connection,flight_type,booking_class
10,Psd0tFCz,,Bin sehr enttäuscht über Emirates. Sie versprachen mir wegen grosser verspätung 2 x 600 euro und ich musste via spez.formular meine bankdaten bekannt geben. Nun kämpfe ich seit vielen wochen um den angeblich überwiesenen betrag. Dieser sei mir vor wochen bereits aus dubai auf…,1.0,,,Emirates,,,,
11,7iMT1xWv,,Emirates verkauft einem ein Business Flex Plus für 7500 pro Person. Das einzige was daran flexibel ist ist der Erfindungsreichtum der Emirates nbei Umbuchungen noch mehr Geld aus dem Fluggast herauszupressen. Flexibel und Plus ist hier gar nichts. DGebucht war Frankfurt Dubai…,1.0,,,Emirates,,,,
12,zPvdLRr9,,"Ich bin im Januar 2023 mit Emirates von Frankfurt via Dubai nach Sri Lanka geflogen. Hierfür habe ich First Class gebucht, weil ich die beworbene ""Gamechanger"" Private Suite in der B777 erleben wollte. Daraus wurde leider nichts. Denn auf allen 4 Teilstrecken hin und zurück…",3.0,,,Emirates,,,,
13,3Qrk5J5f,,Es war unser erster Flug mit Emirates und nach den vielen negativen Bewertungen waren wir positiv überrascht. Im Mai ging es für uns von Frankfurt über Dubai nach Mauritius mit einer A380. Aus meiner Sicht kann ich die vielen negativen Bewertungen nicht nachvollziehen. Das…,5.0,,,Emirates,,,,
14,tVE9umdj,,"Wenn man seinen Economy Flug mit einer nicht unerheblichen Zahlung auf Business Class upraded, denkt man, man bekommt auch Business Class. Dem ist leider nicht so.
Im Kleingedruckten wird darauf hingewiesen, dass folgende Leistungen nicht inklusive sind. Ich zitiere:""Der Chauffeur‑Service ist nicht in Verbindung mit Skywards Classic Rewards für Business und First Class sowie Economy to Business Class‑Upgrades verfügbar.""
Auf telefonische Nachfrage hat mir beim ersten Anruf ein MA gesagt, wenn ich mit Geld upgrade, ist es inklusive. Ein zweiter Anruf aber bestätigte dann folgendes:
Nein, Chauffeur-Service ist nicht inklusive. Auch nicht der Zugang zu den Lounges.

Liebe Emirates, wenn jemand Business für rund 2000€ (Aufpreis) upgraded, sollte alles inklusive sein wie es sich gehört!

Was noch hinzukommt, dass keiner einem sagen kann, um welche Sitzkonfiguratin es sich handelt. Ist es der A380 wo man links und rechts nur einen einzelnen Business-Sitz hat oder aber die alte Variante wo 2 zusammen sitzen?
Als Business Kunde möchte ich nicht über andere schlaffenden Beine klettern müssen, wenn ich auf die Toilette möchte. Dies ist aber bei der älteren Sitzbelegung des A380 leider der Fall.

Somit habt ihr mich als Business Kunden verloren. Es ist wie eine Art Möchtegern-Business. Ich fliege in Zukunft wieder Qatar Business. Die wissen noch was guter Service bedeutet.",2.0,,,Emirates,,,,
15,jTeiYhRT,,"Wir fliegen seid vielen Jahren mehrmals im Jahr nur mit Emirates in den Urlaub.Aber wir können uns den anderen schlechten Bewertungen wirklich nur anschliessen.Nur noch Massenabfertigung und auf unserem Flug am Sonntag 11.06.2023 mit EK085, sehr unfreundliches Personal was…",2.0,,,Emirates,,,,
16,Yi26NDpc,,"Leider ist der Service jedes Jahr rückläufiger ! Wir fliegen seit 2012 mit dieser Airline und was schon vor der Pandemie sich abzeichnete, ist jetzt Normalität ! Immer das gleiche Essen, nicht mal jährlicher Wechsel ! Da ab hamburg kein A 380 mehr fliegt, ist jeder Flug fast…",2.0,,,Emirates,,,,
17,Wt5lzAfo,,"Kann hier wirklich maximal ein befriedigend geben. Total schmale Sitze, knallvoll und eng. Sitzabstand je nach Reihe etwas besser als bei deutschen Airlines. Das Flugzeug war uralt und nicht besonders gepflegt. Hin und zurück langsamer freundlicher Service. Auf dem Nachtflug…",3.0,,,Emirates,,,,
18,hos2Ed7E,,"Flug an einem Tag 2 x verschoben, dann storniert. Dann hektisch in ein Hotel. Am Morgen zu wenig Busse (man muss schon zählen können), Taxi angefordert. Betreuung auf Airport pampig! 1 tag später angekommen auf den Malediven. EU Fluggastrecht muss mit Anwalt durch gesetzt…",1.0,,,Emirates,,,,
19,mIGkL27s,,"Wir sind von Dubai nach Zürich geflogen.
Wir sind zu 3 gereist (Mein Mann, Kind (20 Monate) und ich).
Wir hatten den Platz in der Mitte und neben uns ist noch eine Frau mit Kind gewesen, es wahr sehr Eng mit unserem Kind auf dem Schoss. Bevor der Flug gestartet ist, ist eine sehr Liebe Stewardess zu uns gekommen und hat gefragt ob wir nicht den Platz wechseln wollen, Sie haben ganz hinten noch eine ganze 4er Reihe die Frei ist. Ich fand es sehr lieb von Ihr das Sie uns das angeboten hat. Somit konnte unser kleiner in ruhe neben uns schlafen und wir hatten einen sehr angenehmen Flug.",5.0,,,Emirates,,,,
20,9aLNZYpY,,"Wollte schon immer mit diesem Riesenflugzeug fliegen. Es hat alles gepasst. Einchecken war einfach. Freundliche Stewardessen gute Verpflegung in ca. 11.000m Höhe. Sie arbeiteten hart für so viele Passagiere. Trotz ca. 6 Stunden Flug nie langweilig, da das angebotene Programm…",4.0,,,Emirates,,,,
21,psZ6uuR1,,"Leider fand der Flug streikbedingt nicht statt. Dafür kann Emirates nichts, die Sitzplatzgebühren von über 500 Euro dafür aber nicht erstatten (ich musste sie ja für den Ersatzflug bei Qatar wieder bezahlen) geht gar nicht. Schlechter Service. Leider müssen sich dann wieder…",1.0,,,Emirates,,,,
22,WYhuHozd,,"eine ganz schlechte Erfahrung haben wir mit Emirates und Expedia.de machen müssen - Flug von München nach Dubai hat verspätung. Deswegen haben wir einen weiteren Flug von Dubai nach Bahrain verpasst. Anstatt uns auf den nächsten Flug umzubuchen, haben wir ein neues Ticket kaufen…",1.0,,,Emirates,,,,
23,J897hM9R,,"CAI-DXB-MRU-DXB-CAI in der Business Class Das Boarden erfolgte immer nach dem Zonen-Prinzip, wo nach Hilfsbedürftigen und Familien mit Kindern auch schon die First- und Business Class Passagiere folgen dürfen. Die vier Teilstrecken wurden im hinteren, dem ruhigeren Teil, im…",4.0,,,Emirates,,,,
24,G8Rt3YVM,,"Bin am 3.April von Genf über Dubai nach Male geflogen. Fliege seit Jahren, hatte nie grosse Probleme und jetzt erstes Mal Emirates. Dubai angekommen erhielten wir falsche Infos und dabei haben wir unseren Flug verpasst und dies führte zu einer neuen Buchung mit dem nächsten Flug. 1300Dollar habe ich bezahlt für 2 Flüge, die ich dank schlechter Auskunft nochmals bezahlen musste. Keine Entschuldigung kam, nur Geld wolltet ihr. Nie mehr fliege ich Emirates, danke für die Enttäuschung. Rückerstattung lächerliche 270AED.",1.0,,,Emirates,,,,
25,3klddXD2,,"Es war einer der angenehmsten Flüge, super essen, super Comfort und sehr viel Entertainment. Wäre der Preis etwas niedriger, wäre es perfekt.",4.0,,,Emirates,,,,
26,cHnMkC5q,,Extrem kalt und kein Essen zur Auswahl- weit weg von dem wo Emirates mal war. No go! Never ever again. Das wars mit Emirates,2.0,,,Emirates,,,,
27,kQvYT9m6,,"Ich bin mit der EK44 nach Dubai geflogen. Als die Stewardess kamen und gefragt haben, was man essen möchte, fragte ich nach was vegetarischem. Die Stewardess erklärte mir total lieb, dass man das vorher bestellen müsse, aber sie noch eins über hat. Später fragte sie mich, ob…",4.0,,,Emirates,,,,
28,PFowct8v,,"Emirates ist eine sehr gute Fluglinie mit einer sehr jungen Flotte und hervorragendem Personal. Wir buchten Economy, Sitzplätze können gratis vorreserviert werden. Freigepäck 30 kg, Essen und Trinken ist, bis auf einige Getränke, gratis. Es gab nach dem Start ein warmes,…",5.0,,,Emirates,,,,
29,Ydpr8mYz,,"Bis auf die üblichen und fluggesellschaftunabhänige Schlange beim Einchecken war der Flug angenehm, die Speisen von vergleichsweise überdurchschnittlicher Qualität",5.0,,,Emirates,,,,
30,nODf5bfH,,Wir haben uns aus Spaß auf dem Flug nach Dubai Business gebucht. War gut. Danach ging es nur noch Economy weiter. Kopfhörer kaputt…Display total verdreckt…Service ganze einmal zum Essen. Das Essen ist furtz trocken und geschmacklich nicht der Hit. Da habe ich bei anderen…,1.0,,,Emirates,,,,
31,qyxCUlbY,,"Es war unser, glaube ich, 9. Flug mit Emirates. Bisher fast immer Businessclass. 2 mal ein Upgrade auf FIRST und diesmal First-Class mit Meilen gebucht. Wir haben nur 1 mal etwas an Emirates auszusetzen gehabt. Und das war aufgrund eines Sonderfalls (Vogelschlag). Ansonsten…",5.0,,,Emirates,,,,
32,horOBsTk,,"Wir sind Freitags um 20:45 nach Dubai geflogen. Economy ! Der Flieger war total ausgebucht. Der Service sowie das Essen war wirklich eine Katastrophe. Es gab um halb eins in der Nacht das erste mal etwas zu trinken. Das Essen , ich hatte vegetarisch bestellt war auch nicht zu…",1.0,,,Emirates,,,,
33,pqNTd7rM,,"Wir sind mal wieder mit der Emirates geflogen. Dieses Mal nach Vietnam. Wir waren sowohl auf dem Hin- als auch auf dem Rückflug sehr zufrieden mit dem Service. Da ich Probleme mit der Ernährung habe, hatte ich mir mein Essen vorbestellt. Das hat alles problemlos geklappt. Auch…",5.0,,,Emirates,,,,
34,j8eM3SsM,,"Früher war es einmal eine echt gute Airline. In zwei verschiedenen Flieger war unser Sitz nicht verstellbar. Getränke wurden nur zum Essen serviert, bei 14 Stunden Flug. Das Geschirr würde ewig nicht abgeräumt, auch durch Service rufen und mehrmals sagen wurden manche Reihen nicht beachtet.",2.0,,,Emirates,,,,
35,k2Q1Hyxn,,"Wir fliegen gerne mit Emirates in der Business. Jetzt mussten wir allerdings erleben, wie sie mit Beschwerden umgehen und dass dies an Unverschämtheit nicht zu überbieten ist: Unser Flug von Phuket nah Dubai wurde gecancelled, daher mussten wir einen Tag früher fliegen, was…",1.0,,,Emirates,,,,
36,KHOBEsNH,,"flug von Frankfurt-Dubai - Auckland in Premium Economy gebucht und bezahlt, und nur Economy bekommen, bis heute noch keine Erstattung bekommen, flugzeit hin 22 Stunden zurück 24 Stunden in extrem engen Sitzen, unzumutbar bei solch einer Langstrecke, und das im A 380,die 3…",1.0,,,Emirates,,,,
37,jK8hMEty,,"Sehr sauberes, gepflegtes Flugzeug, freundliches, aufmerksames Personal, ausgezeichnete Speisen und Getränke, ruhige, grosse Sitz- bzw. Liegemöglichkeit.",5.0,,,Emirates,,,,
38,7Dz7P3En,,"Massive Verspätung mit schlechter Kommunikation. Bordservice, Essen usw. viel schlechter wie früher. Im übrigen mittlerweile auch sehr teuer. Bord-Entertainment auch veraltet - permanent dieselben Filme. Wir werden zukünftig mit anderen Airlines fliegen!!!",2.0,,,Emirates,,,,
39,So7vYGZ7,,"AKL-DXB in einem Stück! und DXB-MUC je in A380.

Viel Platz, absolut ruhige Flüge. Essen war sehr gut.

Getränke werden sehr oft angeboten.

Wenn wieder nach AKL dann Emirates!",5.0,,,Emirates,,,,
40,dEoXpm7z,,Die Abfertigung in Dubai ging trotz einiger Probleme mit dem Pass einer Mitreisenden dank der Hilfe von Emirates sehr schnell. Es ist ständig jemand vom Personal im Check-in Bereich und kann sofort helfen. Ich habe Flugangst und habe dies den Flugbegleitern bereits vor dem Start…,5.0,,,Emirates,,,,
41,n8DXGAKD,,Aufgrund nicht so toller Erfahrungen mit Lufthansa und Condor haben wir uns für unseren Urlaub in Dubai für Emirates entschieden. Diese Fluggesellschaft hat nach unseren Informationen sehr gute Bewertungen erhalten und wird von vielen Kunden gelobt. Da wir Erfahrungen mit…,3.0,,,Emirates,,,,
42,ykX2N1gw,,"…. habe im Vorfeld auf diversen SocialMediaKanäle einige sehr kritische Rückmeldungen, ja sogar Shitstorms mitbekommen. Wir ware aber auf Grund persönlicher Informationen von Freunden und Geschäftskollegen überzeugt mit Emirates den richtigen Flugpartner in die VAE gewählt zu…",5.0,,,Emirates,,,,
43,lObnGfLp,,"Wir sind vor zwei Wochen mit Emirates von Hamburg über Dubai nach Bangkok geflogen. Wir waren im Vorfeld recht verunsichert durch die vielen schlechten Bewertungen, hatten aber wenig gute Alternativen, also Augen zu und durch? Wir waren gespannt…Und wir müssen sagen, wir können…",4.0,,,Emirates,,,,
44,Ai0M8yPF,,"Wir haben das erste Mal bei Emirates gebucht, nachdem wir von der Swiss mehrfach vernachlässigt wurden. Es ist eine ausgezeichnete Airline wo der Kunde noch als Kunde gepflegt wird.",5.0,,,Emirates,,,,
45,tYqfdScC,,"Emirates:(selbst)überschätzteste Fluglinie weltweit ... und selbst dieser eine Stern ist völlig überbewertet: ganz mieser Service; präpotentes, Fakten negierendes ""Beschwerde-Management"" im Umgang mit berechtigten Reklamationen, immer unpünktlich (nie schedulded - sowohl bei…",1.0,,,Emirates,,,,
46,uTj4cj9m,,Preis - Leistung unzufriedenstellend. Schlechtes Service. Unfreundliches Bodenpersonal. Komplette Organisation ein Chaos. Rollstuhlservice mit so langen Wartezeiten dass man nicht einmal die Lounge benutzt werden konnte. Ein einziges Desaster. Absolut nicht zu empfehlen.,1.0,,,Emirates,,,,
47,9qMiHKby,,Sowohl ich als auch meine Frau sind Vielflieger und Emirates Skywards Mitglieder. In den vergangenen 20 Jahren haben wir zigtausend EUR für Flüge bei Emirates ausgegeben und waren auch bis dato zufrieden. Die Qualität hat allerdings seit der Pandemie merklich nachgelassen - ein…,1.0,,,Emirates,,,,
48,vOn6LrfQ,,"Wir wollten am20. Januar nach Dubai fliegen für einen entspannten Babymoon. Leider hat uns der Hinflug die gesamte Reise versaut. Der Flug sollte um 21:20 Uhr starten, wegen der Wetterverhältnisse musste das Flugzeug erst enteist werden. Das dauerte seine Zeit, als wir fertig…",1.0,,,Emirates,,,,
49,UGNMZqZI,,"Wir hatten bei Emirates Sitze mit Beinfreiheit gebucht und für diese auch extra noch etwas bezahlt. Am Schalter beim Einchecken haben wir erfahren, dass unser Flug mit einem Anderen zusammengelegt wurde und daher unsere gebuchten Sitzplätze verfallen sind. Wir hatten anschließend weder Sitzplätze mit Beinfreiheit noch saßen wir nebeneinander.
Am Flughafen wurde uns gesagt, wir bekommen auf jeden Fall das Geld für die gebuchten Plätze wieder. Auf unsere Anfrage bei Emirates (per Anfrageformular) wurde uns jedoch nur geantwortet, dass wir kein Geld zurückbekommen, da wir angeblich selbst unsere Plätze geändert hätten. Dies entspricht absolut nicht der Wahrheit.
Wir haben bis heute kein Geld zurückerstattet bekommen.

Wir würden nicht noch einmal mit Emirates fliegen. Es scheint als würde Emirates mehr Wert auf Abzocke legen, als auf einen seriösen Kundenservice.",1.0,,,Emirates,,,,
50,HkpTKygu,,"Leider ist mein Emirates Flug im Juli 2020 coronabedingt ausgefallen. Trotz email von emirates letzten September, dass meine Kosten über 600 Euro erstattet werden, erfolgte keine Geldüberweisung. Zu erreichen sind per Telefon nur englisch sprechende Leute, die die Anfrage…",1.0,,,Emirates,,,,
51,h16hwiNj,,Beim Check-in am Emirates Schalter in Manila wurde bei meinem Rückflug eine Flughafensteuer erhoben. Diese wäre nicht in meinem Ticket enthalten. Alle Gebühren müssen aber nach geltendem Recht im Ticket enthalten sein. Eine Anfrage nach dem Flug bei Emirates führte zu keiner…,1.0,,,Emirates,,,,
52,1rWmSypS,,"Bisher war ich, gerade für die langen Strecken nach Australien und Süd-Ost-Asien, ein echter Fan von Emirates. Zwischenzeitlich muss man jedoch sagen, dass Glanz und Gloria weg sind. Teilweise sind die Sitze schon so ausgeleiert, dass sie ständig nach hinten wegklappen und…",2.0,,,Emirates,,,,
53,e5bBi0Xg,,"Wir fliegen seit Jahren nur Emirates weil wir den Service so gut fanden. Dieses und letztes mal gab es fast keine Getränke, das erste nsch über zwei Stunden. Essen war wie immer gut. Das schlimme sind die vielen Osteuropäischen Stewardessen die so überheblich und unfreundlich…",4.0,,,Emirates,,,,
54,pNPDwPHL,,"Was ist mit den Emirates passiert, ist ihnen das Geld ausgegangen.
Vor 2019 war auch die Holzklasse komfortabel und gepflegt, jetzt wie in einem durchschnittlichen Ferienflieger. Damals wurden wir noch mit telefonieren über den Wolken verwöhnt.
Was nützt ein großer Flieger wenn die Bestuhlung gerade für eher kleinwüchsige Menschen reicht. Nicht der kleinste Hacken um etwas aufzuhängen, keine Fußstütze.
Obwohl online eingecheckt, mussten wir 3 Stunden vor Abflug am Flughafen zu sein, in Wien konnten wir uns wenigstens in der Lounge entspannen. In Dubai sind die Wege einfach zu lang, sodass für Kaffee keine Zeit ist.
Um 22 Uhr abgeflogen, so gegen Mitternacht wurde ein komplettes Menü serviert, üblicherweise essen wir um Mitternacht nicht, dafür gab es kein Frühstück. Kaffee und ein Häppchen am Morgen wäre uns wesentlich lieber gewesen.

Online Check in: genau 2 Möglichkeiten zur Wahl, die vorgegebene oder eine Reihe dahinter.

Rückflug 9 h am/früh ab Dubai, dh bis zum Abflug seit 4 Stunden unterwegs, erst Stunden nach dem Abflug ein undefinierbares Getränk, vermutlich Kaffee und ein Gebäck mit Marmelade.
Dabei haben wir blöderweise das freundliche Angebot im Hotel auch um 5 Uhr früh unser Frühstück zu bekommen, in der Annahme, dass wir im Flieger jedenfalls Kaffee und eventuell ein kleines Frühstück bekommen, abgelehnt.
Statt dessen Mittagessen kurz vor der Ankunft, nett, aber nicht notwendig. Interessant ist, dass rundherum serviert wurde, als alle fertig waren bekamen auch wir Essen serviert. Vlt haben wir nicht freundlich genug geschaut🤣

Aus den gastfreundlichen, wunderbaren Hotels in Dubai landet man unversehens in der Wirklichkeit der Emirates.

Masken wurden nicht gefordert, die Impfpässe nicht kontrolliert!
Airport Dubai, effizient und sehr freundlich/hilfsbereit. Pünktlich.

Das Wallet wird in Dubai/VAE nicht unterstützt, also boardingpass/Ticket für den Rückflug anderswo speichern.

Resümee: kein Grund mehr wegen mehr Komfort mit Emirates zu fliegen.",2.0,,,Emirates,,,,
55,raVaywDh,,"Nie wieder Emirates -München Flughafen Emirates war so schlimm, unsympatisch und wollten dich nur loswerden gar keine Hilfestellung. Ich wollte mit meinem Freund nach Indonesien fliegen. Sie konnten ihn nicht fliegen lassen aufgrund seiner Visa wegen seiner Nationalität…",1.0,,,Emirates,,,,
56,Xlc7iDhB,,Verstehe nicht wieso Emirates immer so groß gemacht wird. Extrem unsympathisch antworten nie auf deine Mails nur wenn du anrufst heißt es (macht er wenn er Zeit hat) umd es passiert trotzdem nicht einfach nur frech giltet für München Flughafen Emirates! Erbärmliche Unmenschen…,1.0,,,Emirates,,,,
57,zEJPR5gT,,Hervorragende Fluggesellschaft mit Top Boardservice und Boardentertainment. Falls mal was schief geht kriegt man ohne Tamtam eine angemessene Entschädigung. Emirates immer wieder gerne!,5.0,,,Emirates,,,,
58,rYcEplTN,,"Ich bin im Oktober das erste Mal mit Emirates geflogen, von Hamburg nach Dubai First, von Dubai nach Bali Business, war nicht anders buchbar. Der Flug von Hamburg mit dem A 380 war, nicht zuletzt wegen der sehr gut aufgelegten Crew, ein Erlebnis. Der Weiterflug und der Rückflug…",3.0,,,Emirates,,,,
59,2GEIOZZA,,"Bezahlte und reservierte Plätze 2x nicht bekommen.
Essen schlecht! 2 Sitze mussten vorm Abflug noch repariert werden. Entertainment und Pünktlichkeit gut.",2.0,,,Emirates,,,,
60,rcfhquUp,,Wir haben schon viele Fernreisen unternommen sowohl mit Emirates aber auch mit anderen Linien. Wir haben uns für die längere Strecke (Dubai-Denpasar und zurück) einen zweier Sitz gebucht. Leider ist in der ersten Reihe die Lehne in der Mitte fest. Das ist sehr suboptimal. Der…,2.0,,,Emirates,,,,
61,G195PS27,,"Selten so etwas unfreundliches und inkompetentes Personal wie das von Emirates am Düsseldorfer Flughafen erlebt. Hochnäsig, arrogant wäre noch untertrieben. Eine vernünftige Auskunft bekommt man aufgrund von Ahnungslosigkeit auch nicht. Nach einem ganz schlechten Check in wurde…",1.0,,,Emirates,,,,
62,15JaAy00,,"Habe mich so gefreut mal mit Emirates zu fliegen und werde es nie wieder machen. Bin sehr enttäuscht. Alle Sitze am Fenster und nicht im Mittelgang sind schon vor dem checkin ausgebucht für irgendwelche special Kunden, die schon bei der Buchung den Sitz auswählen dürfen. Das hab…",1.0,,,Emirates,,,,
63,qXyG58vK,,"Das mit Abstand beste Flugerlebnis weltweit Bin viel rumgekommen und mit sämtlichen Airlines durch die Welt geflogen,aber nirgends fühlt man sich so wohl wie bei Emirates! Der Service,das Essen das Entertainment Angebot die Beinfreiheit alles viel angenehmer als bei den anderen…",5.0,,,Emirates,,,,
64,9YcarXnm,,"Bin früher öfters mit Emirates geflogen und hatte immer nur die besten Erfahrungen damit. Nach der Pandemie hat sich mein Gesamtbild dieser Airline leider schlagartig zum negativen gewendet! Abgesehen von wiederholten Verspätungen und wirklich mangelnden Sitzkomfort (früher waren die Plätze nicht so eng beeinander) wurde unser Flug von Seychellen nach Dubai storniert! Am Flughafen wurde uns von zwei unabhängigen Parteien mitgeteilt, dass unser Flieger komplett überbucht war.

Zu Hause angekommen wollte man aber hiervon nix wissen und macht angebliche ""schlechte Wetterverhältnisse"" dafür verantwortlich. E klar, somit muss die Fluglinie KEINE Erstattung zahlen. Allerdings konnten diese bisher immer noch nicht eine von mir geforderte Bestätigung für Schlechtwetterverhältnisse vorlegen. Schade das Kunden hier so dreist belogen werden. NIE WIEDER!

Das nächste Mal wähle ich defintiv eine Billigfluglinie. Hiermit würde ich wenigstens nicht auf so hohen Kosten sitzen bleiben- sofern diese auch auf so eine dreiste Art lügen würden",1.0,,,Emirates,,,,
65,y4Yf8uLk,,"Über viele Jahre hinweg zählte EMIRATES zu meiner absoluten und bevorzugten Airline. Das hat sich leider nach meinen neuesten Erfahrungen geändert. Mehr als 4 Std habe ich am Check in gewartet. Die Deutschkenntnisse des MA am Counter waren nur rudimentär, Englischkenntnisse…",2.0,,,Emirates,,,,
66,cFfQMuLX,,"Ich habe einen Flug von Hamburg nach Dubai gebucht. Die Bedienung war super, jedoch finde ich keine Worte, zu der Sauberkeit des Platzes, dass ich bekam.. Der Platz sah vollgek**** aus.. Als ich dies ansprach, wurde mir ein Taschentuch angeboten, obwohl die Flüssigkeit…",3.0,,,Emirates,,,,
67,dtag3XsF,,"Der Service war o.k., wie fast immer bei Emirates. Was ich nicht verstehe, ist, warum man die Gäste so frostet? Selbst mit Decke und Pullover war es immer noch kalt. Wahrscheinlich lieben es die Besatzungen, wenn es richtig kühl ist. Das Befinden der Gäste ist egal. Am Ende wird…",3.0,,,Emirates,,,,
68,rIchxjdn,,Nach meinem Horrorflug mit Flydubai in Dubai angekommen. Boarding total organisiert. Kein lästiges Schlange stehen. Einstieg direkt vom Gate nicht wie zuvor mit einem 50min Shuttlebus. Im Flugzeug angekommen - Decke + Kopfhörer. Beinfreiheit mit 175cm mehr als ausreichend (Boing…,5.0,,,Emirates,,,,
69,6FrNFyRy,,"Das Verhalten der Flugbegleiterinnen, lustlos, unhöflich, respektlos.

Ich hoffe, ich werde nie wieder nach Dunai müssen.",1.0,,,Emirates,,,,
